Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,PedsSen_Count,Weather_Temperature,Weather_Wind_Gust,Weather_Relative_Humidity,Weather_Precipitation,Is_Holiday
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-10,61816.0,11.578668,42.344997,76.05238,1.6000001,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-11,68958.0,9.853666,34.92,73.716835,0.5,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-12,57249.0,8.653666,16.199999,82.375885,1.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-13,63130.0,9.345332,17.550001,85.924416,0.9,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-14,67179.0,9.832833,28.050003,83.910164,0.2,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-15,61823.0,9.739083,30.75,84.37037,2.6000001,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-16,61102.0,10.24325,15.885001,86.35915,0.70000005,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-17,68644.0,10.386999,29.759998,73.29583,2.2999997,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-18,70897.0,9.872416,26.67,79.1645,4.6,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-19,84293.0,11.164084,28.605,68.772316,0.3,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-20,58819.0,11.176583,56.295002,83.88877,19.300001,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-21,62032.0,10.322417,42.555004,84.88848,12.900002,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-22,79484.0,8.689084,32.699993,68.52222,0.5,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-23,48298.0,9.009916,28.154999,76.54091,10.7,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-24,70783.0,9.197416,32.145004,72.929985,2.4000003,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-25,64957.0,10.907833,31.785002,73.877235,3.2999997,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-05-26,76795.0,10.916167,21.09,76.33666,1.4,0
